y,x,subj,dotmode
0.6038002320008802,33.333333333333336,ALL,3d
0.5847852101405341,33.333333333333336,ALL,3d
2.4275429994272217,33.333333333333336,ALL,3d
0.5105286179054284,33.333333333333336,ALL,3d
0.6210405220380737,33.333333333333336,ALL,3d
1.2146558783394656,33.333333333333336,ALL,3d
0.5505588547428609,33.333333333333336,ALL,3d
0.5977258313215321,33.333333333333336,ALL,3d
0.5463779477195055,33.333333333333336,ALL,3d
0.7137564250142235,33.333333333333336,ALL,3d
0.5147771677723625,33.333333333333336,ALL,3d
1.3267963931548796,50.0,ALL,3d
0.9319965832958925,50.0,ALL,3d
0.897371440937955,50.0,ALL,3d
0.9764527152415082,50.0,ALL,3d
0.5081608500179912,50.0,ALL,3d
1.465725744396271,50.0,ALL,3d
1.0271784515389206,50.0,ALL,3d
1.0599205213030207,50.0,ALL,3d
3.088277181062275,50.0,ALL,3d
1.007607838115942,50.0,ALL,3d
0.9790270420235293,50.0,ALL,3d
0.6577594760403955,66.66666666666667,ALL,3d
0.6233161363955056,66.66666666666667,ALL,3d
0.6520926086310956,66.66666666666667,ALL,3d
0.5994007112444613,66.66666666666667,ALL,3d
1.0806443757238189,66.66666666666667,ALL,3d
0.6446417995865359,66.66666666666667,ALL,3d
0.6705547444113329,66.66666666666667,ALL,3d
0.6955434336068171,66.66666666666667,ALL,3d
0.8012276673029158,66.66666666666667,ALL,3d
0.5979547853948688,66.66666666666667,ALL,3d
0.5710344183522394,66.66666666666667,ALL,3d
0.6526738391219546,83.33333333333333,ALL,3d
0.6537398180583341,83.33333333333333,ALL,3d
0.8422690333717835,83.33333333333333,ALL,3d
0.6103066178178748,83.33333333333333,ALL,3d
0.5972928136876346,83.33333333333333,ALL,3d
0.6749304534393552,83.33333333333333,ALL,3d
0.6069302821151408,83.33333333333333,ALL,3d
0.728499437373742,83.33333333333333,ALL,3d
0.622090837126437,83.33333333333333,ALL,3d
0.6753774875462277,83.33333333333333,ALL,3d
0.7650779235501571,83.33333333333333,ALL,3d
0.4849002224337381,100.0,ALL,3d
0.3626919772580552,100.0,ALL,3d
0.6033433199682836,100.0,ALL,3d
0.4561827972031912,100.0,ALL,3d
0.4807074293410628,100.0,ALL,3d
0.5441896090891207,100.0,ALL,3d
0.523395884017777,100.0,ALL,3d
0.5000375207390303,100.0,ALL,3d
nan,100.0,ALL,3d
nan,100.0,ALL,3d
0.4801428964315813,100.0,ALL,3d
0.3990441239659716,116.66666666666667,ALL,3d
0.3566666836619626,116.66666666666667,ALL,3d
0.30268760344923945,116.66666666666667,ALL,3d
0.42147673025203064,116.66666666666667,ALL,3d
0.2998331335015203,116.66666666666667,ALL,3d
0.31479698712206516,116.66666666666667,ALL,3d
0.2853668600405653,116.66666666666667,ALL,3d
0.37574935726390285,116.66666666666667,ALL,3d
0.4225174778815383,116.66666666666667,ALL,3d
0.30477985282867404,116.66666666666667,ALL,3d
0.38412999007931387,116.66666666666667,ALL,3d
0.27620006715623585,150.0,ALL,3d
0.27296424604722086,150.0,ALL,3d
0.2808044111331316,150.0,ALL,3d
0.22019148760537452,150.0,ALL,3d
0.2594397458053822,150.0,ALL,3d
0.28711071364712343,150.0,ALL,3d
0.30092075181041106,150.0,ALL,3d
0.34128894837893153,150.0,ALL,3d
0.25481034076041886,150.0,ALL,3d
0.3265924422763342,150.0,ALL,3d
0.30163498166250025,150.0,ALL,3d
0.2058222596621459,200.0,ALL,3d
0.21476643516830446,200.0,ALL,3d
0.22019823170923258,200.0,ALL,3d
0.18783146936560208,200.0,ALL,3d
0.21661998392620097,200.0,ALL,3d
0.22610992685603204,200.0,ALL,3d
0.2100747054414377,200.0,ALL,3d
0.22675159249225083,200.0,ALL,3d
0.18950283413497013,200.0,ALL,3d
0.19936283455016623,200.0,ALL,3d
0.22283908023354623,200.0,ALL,3d
0.16254907896739046,300.0,ALL,3d
0.16705806637238851,300.0,ALL,3d
0.14542245918783064,300.0,ALL,3d
0.14350090888968514,300.0,ALL,3d
0.15500566085935308,300.0,ALL,3d
0.16953840183083743,300.0,ALL,3d
0.15315903538885486,300.0,ALL,3d
0.154141263650428,300.0,ALL,3d
0.17543692164462435,300.0,ALL,3d
0.16637163525797335,300.0,ALL,3d
0.17460492835055957,300.0,ALL,3d
0.1856515827576699,416.6666666666667,ALL,3d
0.17795829631382223,416.6666666666667,ALL,3d
0.18649749407626748,416.6666666666667,ALL,3d
0.18156824358109996,416.6666666666667,ALL,3d
0.17817668616521393,416.6666666666667,ALL,3d
0.18785541955561327,416.6666666666667,ALL,3d
0.19655912724973035,416.6666666666667,ALL,3d
0.19544488509255023,416.6666666666667,ALL,3d
0.204297801650887,416.6666666666667,ALL,3d
0.184780817588806,416.6666666666667,ALL,3d
0.2013438010222503,416.6666666666667,ALL,3d
0.15858928283994086,583.3333333333334,ALL,3d
0.1629448003106071,583.3333333333334,ALL,3d
0.15876190317187824,583.3333333333334,ALL,3d
0.1548925677175957,583.3333333333334,ALL,3d
0.15288315072542247,583.3333333333334,ALL,3d
0.16774396973027894,583.3333333333334,ALL,3d
0.16232053254447337,583.3333333333334,ALL,3d
0.1510625669379595,583.3333333333334,ALL,3d
0.15989814179985307,583.3333333333334,ALL,3d
0.1658968515492894,583.3333333333334,ALL,3d
0.15801037693376352,583.3333333333334,ALL,3d
0.15156839258375154,833.3333333333334,ALL,3d
0.15797047090070857,833.3333333333334,ALL,3d
0.1497588310386484,833.3333333333334,ALL,3d
0.13406453790873413,833.3333333333334,ALL,3d
0.16580445839520672,833.3333333333334,ALL,3d
0.16620757116736612,833.3333333333334,ALL,3d
0.14703189905590094,833.3333333333334,ALL,3d
0.16139682090492777,833.3333333333334,ALL,3d
0.13615297138919874,833.3333333333334,ALL,3d
0.13358018642667785,833.3333333333334,ALL,3d
0.16191032823449233,833.3333333333334,ALL,3d
